"app name","APK","occurrences"
""fashion show: makeup"," dress up"","com.gofiveglobal.fashion.dress.up","134"
"animal hunter: wild shooting","6472040176","134"
"bible concordance & strongs","bible.and.strongs.concordance","134"
"bounce and collect","1553875472","134"
"cannonbowling: strike action","6447845531","134"
"cat runner: decorate home","com.solou.catendless.run","134"
"catch and shoot","com.stoneaxe.catchandshoot","134"
"clevcalc - calculator","1221235593","134"
"dino merge run!","com.fruitboxgames.dinomergerun","134"
"energy fight - dragon fighters","com.starlegion.energyfight","134"
"fmu - football manager game","com.trophymanager.ultra","134"
"laliga fantasy 23-24","com.lfp.laligafantasy","134"
"ludus - merge arena pvp","com.studion.mergearena","134"
"metrozone","com.metropcs.metrozone","134"
"opa! - family card game","com.bbumgames.opa","134"
"paper fold","com.game.foldpuzzle","134"
"rope puzzle: twisted master","com.game.unravelme","134"
"smartnews: news that matters","jp.gocro.smartnews.android","134"
"sudoku··","1409781798","134"
"alien monster life challenge 7","com.weup.alien.monster.life.challenge.chapter7","133"
"anime dress up - doll dress up","com.doll.fashion.anime.dressing.up","133"
"bra maker","com.playstrom.bramaker","133"
"egg timer","dindonlabs.eggtimer","133"
"hoarding and cleaning","com.gk.hoarding","133"
"radio uk - online radio player","com.appmind.radios.gb","133"
"rent please!-landlord sim","com.shimmergames.tenants.gp","133"
"space decor : villa","com.zymobile.dream.villa","133"
"stick combat: craft war","com.xgame.stickman.combat.craft","133"
"timetree: shared calendar","952578473","133"
"traffic run!","1434400630","133"
"water sort : puzzle game","com.yoogalabgaming.puzzle.sort.water","133"
"word survival","com.alphabet.monster.survival.casualgame","133"
"action balls: gyrosphere race","com.atesgamestudio.actionballs","132"
"angry birds journey","com.rovio.abcasual","132"
"block puzzle - sudoku style","com.staplegames.blockssudokusggp","132"
"bubble witch 2 saga","834393815","132"
"hangman words:two player games","hang.man.word.guessing.games","132"
"idle farm factory","com.al.farmfactory","132"
"jackpot wild - slots casino","casino.wild.jackpot.slots.android","132"
"mini golf: retro","com.bitofgame.minigolfretro","132"
"pass and boum","6443921510","132"
"perfect golf - satisfying game","com.bowlfing.game","132"
"sand balls classic","com.iron.balls","132"
"space shooter - galaxy attack","com.game.space.shooter2","132"
"zoo 2: animal park","com.upjers.zoo2animalpark","132"
"лига мечтателей - твои истории","com.storyinc.leagueofdreamers","132"
"busgogogo","com.moonlabs.busgogogo","131"
"car wash: auto repair garage","6738644853","131"
"feed preview for insta・planner","1451873163","131"
"gun sprint","1574455218","131"
"highway drifter","1415516694","131"
"kick & break the ragdoll games","com.playflix.kick.breakragdoll.games","131"
"mr beast games gang: vice city","com.funpacstudio.mrbeastherovicetown","131"
"om nom: run","com.zeptolab.omnomrun.google","131"
"rapid reload","6474667725","131"
"spiral craft 3d","io.shenron.scr","131"
"stickman teleport master 3d","com.stickmanteleport.master","131"
"---","569457984","130"
"backgammon - logic board games","com.easybrain.backgammon.board.games","130"
"backgammon - lord of the board","air.com.beachbumgammon","130"
"calming crosswords: world tour","com.ooogames.calmingcrosswords.android","130"
"color block builder","6738373871","130"
"crazy chat","jp.henn.chat","130"
"creative art: puzzles jigsaw","com.crazyart.art.puzzle.jigsaw.game","130"
"go! dolliz: 3d doll dress up","com.dramaton.dolls","130"
"goods merge - 3d goods sort","6463769915","130"
"marble clash: fun shooter","marble.strike.battle.royale","130"
"oil tanker sim- truck games 3d","com.rr.oiltanker.truckdriving.offroaddriving.oiltruck","130"
"piggy go - clash of coin","com.aladinfun.piggytravel.android","130"
"quickscan","com.pets.quickscan","130"
"run rich 3d","1568102990","130"
"solitaire: fishing go!","klondike.solitaire.fishing.games","130"
"time twist","tt.ee.pp","130"
"wood block doku: brain games","6444454360","130"
"x icon changer - change icons","io.hexman.xiconchanger","130"
"---","com.tcl.livetv","129"
"bubble shooter legend","888220350","129"
"calculator plus with history","com.digitalchemy.calculator.freedecimal","129"
"color up: color by number","6479516078","129"
"crazy fox","com.gworld.crazyspin","129"
"diy building - master block 3d","com.alpacagames.asmrbuilding","129"
"impossible date: tricky riddle","com.matchingham.impossible.date.tricky.riddles","129"
"legend of mushroom","com.mxdzzus.google","129"
"rescue cop: shooting game","6471974307","129"
"same color: connect two dots","com.nostel.dot.line.puzzle","129"
"taxi run: traffic driver","com.azurgames.taxi","129"
"wordbit 영어 (자동학습)","net.wordbit.enkr","129"
"にゃんこ大戦争","jp.co.ponos.battlecats","129"
"bingo card klondike adventures","com.miniit.bingo","128"
"death park coloring games","com.coloring.book.paint.by.number.sing2","128"
"dubizzle","892172848","128"
"easy lizzy: english words","com.karfarolgames.liza","128"
"idle food bar: idle games","com.idle.food.bar.tycoon","128"
"legendary hero slots - casino","casino.legendary.cash.slots.android","128"
"millionaire 2024: trivia game","com.submarineapps.mill","128"
"number charm: slide puzzle","com.dupuz.game2048.yellow","128"
"paper fold","1558177980","128"
"spades solitaire - card games","com.spades.solitaire.online.plus.offline.free.card.games","128"
"starmaker: sing karaoke songs","com.starmakerinteractive.starmaker","128"
"stick superhero","com.naxeexllc.stickman.superhero","128"
"throw blocks","com.rootcraft.throwblocks","128"
"wood screw","6474293450","128"
"bravo classic slots-777 casino","vegas.classic.slots.bravo.free.android","127"
"charmjoy: ai 寫真 & 換臉","com.charm.joy.aifaceswap.hkmt","127"
"craft shooter fps battles","com.htt.shooter.craft.tn","127"
"emoji design: sticker maker","com.higame.par.create.emoji.maker.mixer","127"
"glove power","com.ysocorp.glovepower","127"
"otium word: relax puzzle game","com.otium.wordconnect.android","127"
"powl（ポール）歩くだけでポイント貯まるお小遣い稼ぎアプリ","1274420455","127"
"ringvibe","ring.vibe.caller.app","127"
"scan hawk","com.lance.scan.hawk","127"
"screw jam","com.quok.screwjam","127"
"seaside resort: match 3","com.global.xxsx.google","127"
"sniper shooter wild","com.sniper.shooter.wild.ssw","127"
"very tactical ragdoll battle","com.skygo.veryaccuratewarsimulator","127"
"zen master: design & relax","com.nar.zenmaster","127"
""dark"," horror color by number"","com.paint.by.number.pixel.art.coloring.pages","126"
"bright hidden objects","com.lemel.hiddengame","126"
"coin tales","com.moonjoy.cointale","126"
"color blast:block puzzle","6450409028","126"
"cooking stories: fun cafe game","com.aygames.cls","126"
"cooking trip: taste america","com.cooking.madness.fever.restaurant.food.kitchen.taste.american.cooking.trip","126"
"dice dreams™️","com.superplaystudios.dicedreams","126"
"idle miner tycoon: money games","1116645064","126"
"iscanner: pdf & ocr scanner","1040093707","126"
"jigsaw puzzles - picture collection game","com.jigsaw.picture.collection.puzzle","126"
"kick the buddy","1278869953","126"
"math crossword - number puzzle","com.zm.crossmath","126"
"merge numbers- run master game","com.gf.numbersmaster.run3d.number.challenge","126"
"spider ▻ solitaire","500962489","126"
"star battles - logic puzzles","com.star.battle.logicpuzzles","126"
"vita spider - solitaire game","com.vitastudio.spider","126"
"zen life: tile match games","com.unicostudio.tilematch","126"
"zero city: zombie games & rpg","com.beingame.zc.zombie.shelter.survival","126"
"alarm clock - wake up music","406141511","125"
"build your vehicle","com.clapclap.buildyourvehicle","125"
"couples yoga","com.tippytap.yoga","125"
"dummynation","ahf.dummynation","125"
"epik - ai photo & video editor","1577705074","125"
"gcash","com.globe.gcash.android","125"
"heart rate","hh.rr.heart.rate","125"
"solitaire — classic card game","1616149789","125"
"weather 24: forecast & radar","1020581825","125"
"airport simulator: tycoon inc.","com.playrion.airportmanager","124"
"ameba","jp.ameba","124"
"annoying challenge: mini games","com.fcg.tricky.puzzle.mini.games","124"
"bike ride 3d","6444416655","124"
"bird triple match","6447738224","124"
"car jam 3d: parking jam games","com.parking.jam.car.game.bus.trafficcarescape.matching","124"
"carnival tycoon: idle games","com.solitairetripeaks.masterdesign","124"
"deliver it 3d","com.goofygamergames.pizza","124"
"punchy race: run & fight game","com.dopamine.punchyrace3d","124"
"rainbow for obby parkour run","rainbow.dash.obby","124"
"rollance : adventure balls","1641007599","124"
"slice masters: asmr game","io.hyperhug.cube.slicer","124"
"solar smash","1495723103","124"
"tape thrower - stickers gun","com.borna.tapethrower","124"
"we are warriors!","6466648550","124"
"arcadia mahjong","6503700976","123"
"brain out -tricky riddle games","1477841973","123"
"dominos party - classic domino","com.huuuge.domino","123"
"goods master 3d","com.goods.master3d.triple.puzzle","123"
"merge drop 3d","6738489027","123"
"mirror cakes","jp.dawn.mirrorcakes","123"
"monster draft","com.oreon.monsterdraft","123"
"pasta machine","1644846445","123"
"wordscapes in bloom","com.peoplefun.wordflowers","123"
"baseball boy!","com.itchmedia.ta3","122"
"block puzzle - fun games","1631079182","122"
"dino run: dinosaur runner game","com.spiky.dinorun","122"
"idle mafia - tycoon manager","com.gamemaker5.idlemafia","122"
"meeff - make global friends","com.noyesrun.meeff.kr","122"
"scaleman","com.kayac.scaleman","122"
"tricky traps: physics is fun","com.herocraft.game.puzzle.physics.cannon.shot","122"
"tripeaks solitaire","com.mobilityware.tripeaksfree","122"
"tsuki's odyssey","com.hyperbeard.odyssey","122"
"vita jigsaw for seniors","com.vitastudio.senior.jigsaw","122"
"vpn - super unlimited proxy","com.free.vpn.super.hotspot.open","122"
"watermelon game : merge puzzle","com.superbox.aos.suikagame","122"
"backgammon - lord of the board","1128669274","121"
"cricbuzz live cricket scores","360466413","121"
"golf battle","games.onebutton.golfbattle","121"
"indian driving gangster sim 3d","com.wg.indiangangster.openworld","121"
"inventory merge combat","com.inventory.merge.combat","121"
"livescore: live sports scores","356928178","121"
"love & pies - merge mystery","1563239332","121"
"money bounce","com.spacetimer.moneybounce","121"
"spin link - spin master daily","com.spinmaster.coinmasterfreespin.spinlink","121"
"tile garden: relaxing puzzle","com.tilegarden.match3","121"
"truco blyts","732850167","121"
"age of revenge: turn based rpg","com.fruitshake.fairyrpg","120"
"archero 2","com.xq.archeroii","120"
"color hexa sort puzzle game","6499307202","120"
"driving school simulator","1532195192","120"
"lingo: guess the daily word","uk.co.twowaymedia.lingo","120"
"pressure washing run","com.wixot.pressurewashing","120"
"sandbox multiplayer mods","com.gcf.nextbots.backrooms.shooter.hide","120"
"taskbeats","tb.task.beats","120"
"tenplay","au.com.tenplay","120"
"thorn and balloons: bounce pop","com.funspace.balloonbounce","120"
"vpnify - unlimited vpn","1503251395","120"
"woody sort: ball sort puzzle","com.unicostudio.balltubes","120"
""egg"," inc."","com.auxbrain.egginc","119"
"agent hunt - hitman assassin","6450975034","119"
"backflip master - parkour game","com.konsordo.backflipmaster2","119"
"ball sort - color match puzzle","jp.co.goodroid.hyper.sortpuzzle.ball","119"
"become a werewolf queen","6702016592","119"
"business empire: richman","6451208928","119"
"color spranky: paint the beat","com.paint.asmr.beating.color","119"
"freecell solitaire","com.cardgame.freecell.fishdom","119"
"freefm: romance novels & books","6449245166","119"
"garage mania: triple match 3d","triple.match.master.car.games.aldagames.com","119"
"jess' stories - life adventure","com.furylion.makeup","119"
"onet match puzzle","6451108598","119"
"pi browser","pi.browser","119"
"purify cleaner","com.aomatatech.datatransferapp","119"
"solitaire fish game","com.zg.solitaire.fish2","119"
""design keyboard - fonts"," emoji"","com.designkeyboard.keyboard","118"
"911: cannibal (horror escape)","com.eg.horror911.cannibal.escape","118"
"ball sort puzzle - color game","1625097467","118"
"bitcoin cash giveaway","crypto.aliens.bch","118"
"brain blitz trivia－quiz test","com.severex.trivia.quiz.brain.puzzle","118"
"cricheroes-cricket scoring app","com.cricheroes.cricheroes.alpha","118"
"elemental master","com.feofun.elementalmaster","118"
"geometry dash meltdown","com.robtopx.geometrydashmeltdown","118"
"great fall","com.lachu.greatfall","118"
"gガイド テレビ番組表 テレビ局公認タレント出演情報満載","jp.co.ipg.gguide","118"
"hidden journey: objects puzzle","com.dieselpuppet.hidden","118"
"jigsaw puzzles - hd puzzle games","jigsaw.puzzle.free.games","118"
"rumble bag: backpack battle","6547851442","118"
"sort match:3d goods master","6526483945","118"
"sprunked mix beats full mods","com.sprunked.mix.beats.at2025","118"
"super stickman dragon warriors","com.stickmanwarriors.stickmandragon.stickfighter","118"
"trailer park boys:greasy money","com.eastsidegames.trailerparkboys","118"
"word combo: words & puzzle","com.qiiwi.wordcombo","118"
"zombie fever","com.gplaystudio.zombiesniper","118"
"batak hd - İnternetsiz batak","883198221","117"
"battery run","com.arkhe.batteryrun","117"
"empires & puzzles: match 3 rpg","1117841866","117"
"flying car simulator: car game","com.tt.flying.car.driving.ultimate.cars","117"
"fun escape room puzzles – can you escape 100 doors","com.webelinx.escaperoom.free.portrait.game","117"
"idle bank tycoon: money game","1645281275","117"
"jodel: local student community","789870026","117"
"magic dancing tiles:piano game","com.magic.dancing.tiles.game.piano","117"
"nail salon 3d","com.tintash.nailsalon","117"
